"",E Week13,"Cumulative first13Week",,,,
"",2024*,2023,Median,2024,2023,Median
"",,,2019 -2023,2019 -2023,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,1,1,10,13,10
Acute Hepatitis E,0,0,0,8,19,14
Campylobacteriosis,9,6,6,118,111,112
Cholera,0,0,0,0,0,0
Paratyphoid,0,0,0,5,5,4
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,18,27,32,275,277,294
Typhoid,2,0,0,13,19,18
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,2,4,4
Dengue Fever,347,108,113,5148,2357,2357
Dengue Haemorrhagic Fever,2,0,0,18,2,7
Japanese Encephalitis,0,0,0,0,0,0
Leptospirosis,0,2,1,17,18,8
Malaria,0,0,0,5,3,3
Murine Typhus,2,0,0,12,2,3
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,4,0,0
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,0,0,0,7,7,4
Measles,0,0,0,2,3,3
Melioidosis,0,1,1,5,10,11
Meningococcal Disease,0,0,0,0,1,2
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",1,0,NA,7,3,NA
Mumps,5,5,5,65,45,48
Pertussis,1,0,0,23,2,2
Pneumococcal Disease (Invasive),5,4,1,37,35,28
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,0,1,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,0,0,0,8,7,9
Acute Hepatitis C,0,0,0,5,2,5
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2238,2826,2592,,,NA
Acute Conjunctivitis,90,87,50,,,NA
Acute Diarrhoea,373,367,354,,,NA
Chickenpox,6,6,6,,,NA
"Hand, Foot And Mouth Disease",27,22,4,,NA,
HIV/STI/TB NOTIFICATIONS,2024,Feb,,Cumulative 2024,,
HIV/AIDS,10,,25,,,
Legally Notifiable STIs,244,,539,,,
Tuberculosis,102,,220,,,
