"",E Week40,"Cumulative first40Week",,,,
"",2024*,2023,Median,2024,2023,Median
"",,,2019 -2023,2019 -2023,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,0,0,43,34,23
Acute Hepatitis E,3,0,0,29,41,37
Campylobacteriosis,8,6,6,378,334,367
Cholera,1,0,0,4,0,0
Paratyphoid,0,0,0,15,8,8
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,25,19,27,1117,983,1060
Typhoid,0,2,1,40,49,49
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,1,1,1,14,9,12
Dengue Fever,156,263,263,12336,7660,12528
Dengue Haemorrhagic Fever,0,1,0,39,7,38
Japanese Encephalitis,0,0,0,1,0,0
Leptospirosis,2,2,1,38,50,23
Malaria,2,1,0,21,18,13
Murine Typhus,0,4,0,55,12,7
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,1,0,0,12,26,4
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,1
Legionellosis,0,0,0,25,14,13
Measles,1,0,0,9,6,6
Melioidosis,1,1,0,45,32,30
Meningococcal Disease,0,0,0,1,3,3
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",1,2,NA,16,14,NA
Mumps,4,3,4,193,133,152
Pertussis,3,1,0,83,16,11
Pneumococcal Disease (Invasive),2,5,2,87,106,39
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,1,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,1,1,39,27,27
Acute Hepatitis C,0,1,0,10,8,13
Botulism,0,0,0,0,1,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2079,2480,2480,,,NA
Acute Conjunctivitis,73,65,46,,,NA
Acute Diarrhoea,422,378,340,,,NA
Chickenpox,3,3,3,,,NA
"Hand, Foot And Mouth Disease",18,15,15,,NA,
HIV/STI/TB NOTIFICATIONS,2024,Aug,,Cumulative 2024,,
HIV/AIDS,13,,101,,,
Legally Notifiable STIs,313,,2259,,,
Tuberculosis,87,,782,,,
