"",E Week42,"Cumulative first42Week",,,,
"",2024,2023,Median,2024,2023,Median
"",,2019 -2023,2019 -2023,,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,2,1,1,46,37,23
Acute Hepatitis E,0,0,0,30,42,39
Campylobacteriosis,4,6,10,391,348,389
Cholera,0,0,0,4,0,0
Paratyphoid,0,0,0,15,8,8
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,28,23,23,1167,1031,1110
Typhoid,1,0,0,42,51,51
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,14,9,12
Dengue Fever,101,208,239,12577,8083,12994
Dengue Haemorrhagic Fever,0,0,0,41,7,38
Japanese Encephalitis,0,0,0,1,0,0
Leptospirosis,4,1,1,49,52,24
Malaria,0,1,0,22,20,13
Murine Typhus,5,0,0,60,14,7
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,12,26,4
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,1
Legionellosis,0,0,0,26,14,13
Measles,1,0,0,10,6,6
Melioidosis,1,0,0,47,34,32
Meningococcal Disease,0,0,0,2,3,3
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,1,NA,16,17,NA
Mumps,2,3,6,197,139,161
Pertussis,2,0,0,86,16,11
Pneumococcal Disease (Invasive),1,5,1,90,114,45
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,1,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,0,0,0,41,27,27
Acute Hepatitis C,0,0,0,11,8,13
Botulism,0,0,0,0,1,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2457,2446,2446,,,NA
Acute Conjunctivitis,86,56,50,,,NA
Acute Diarrhoea,436,351,336,,,NA
Chickenpox,5,5,5,,,NA
"Hand, Foot And Mouth Disease",25,13,13,,NA,
HIV/STI/TB NOTIFICATIONS,2024,Sep,,Cumulative 2024,,
HIV/AIDS,13,,114,,,
Legally Notifiable STIs,322,,2581,,,
Tuberculosis,93,,867,,,
