"",E Week20,"Cumulative first20Week",,,,
"",2024*,2023,Median,2024,2023,Median
"",,,2019 -2023,2019 -2023,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,1,0,12,16,13
Acute Hepatitis E,1,2,1,13,27,20
Campylobacteriosis,12,14,13,184,173,173
Cholera,0,0,0,0,0,0
Paratyphoid,0,0,0,11,7,6
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,23,26,29,478,434,529
Typhoid,2,1,1,21,23,25
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,1,0,0,5,5,5
Dengue Fever,292,121,307,7404,3185,3507
Dengue Haemorrhagic Fever,0,0,2,28,2,18
Japanese Encephalitis,0,0,0,0,0,0
Leptospirosis,0,2,1,19,23,13
Malaria,1,1,0,8,5,5
Murine Typhus,0,0,0,24,4,3
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,1,5,0,7,8,4
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,1,0,0,8,8,5
Measles,1,0,0,8,5,5
Melioidosis,3,0,0,17,15,15
Meningococcal Disease,0,0,0,1,1,2
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,0,NA,8,6,NA
Mumps,5,4,4,103,73,82
Pertussis,1,0,0,34,6,6
Pneumococcal Disease (Invasive),2,2,1,54,55,34
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,0,1,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,1,1,12,17,17
Acute Hepatitis C,0,0,0,8,7,7
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2883,2479,1975,,,NA
Acute Conjunctivitis,66,65,42,,,NA
Acute Diarrhoea,399,346,346,,,NA
Chickenpox,7,6,3,,,NA
"Hand, Foot And Mouth Disease",43,32,10,,NA,
HIV/STI/TB NOTIFICATIONS,2024,Apr,,Cumulative 2024,,
HIV/AIDS,12,,52,,,
Legally Notifiable STIs,261,,1078,,,
Tuberculosis,108,,435,,,
