"",E Week8,"Cumulative first8Week",,,,
"",2024*,2023,Median,2024,2023,Median
"",,,2019 -2023,2019 -2023,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,1,1,8,8,5
Acute Hepatitis E,0,1,1,7,13,9
Campylobacteriosis,14,11,11,80,72,73
Cholera,0,0,0,0,0,0
Paratyphoid,0,0,0,5,5,3
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,20,20,21,178,178,178
Typhoid,0,1,0,6,16,11
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,2,0,0,4,4
Dengue Fever,459,138,181,3421,1742,1605
Dengue Haemorrhagic Fever,1,0,1,9,2,7
Japanese Encephalitis,0,0,0,0,0,0
Leptospirosis,0,1,1,15,10,6
Malaria,0,0,0,4,2,2
Murine Typhus,1,0,0,7,1,2
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,3,0,0
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,0,2,0,4,6,3
Measles,0,1,0,1,3,3
Melioidosis,0,0,1,4,4,7
Meningococcal Disease,0,0,0,0,1,1
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,0,NA,2,2,NA
Mumps,4,4,5,43,29,40
Pertussis,3,0,0,14,2,2
Pneumococcal Disease (Invasive),4,3,1,20,23,22
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,0,0,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,0,0,7,5,5
Acute Hepatitis C,1,0,0,5,0,2
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2446,2694,2826,,,NA
Acute Conjunctivitis,78,76,76,,,NA
Acute Diarrhoea,390,385,385,,,NA
Chickenpox,5,5,5,,,NA
"Hand, Foot And Mouth Disease",28,22,11,,NA,
HIV/STI/TB NOTIFICATIONS,2024,Jan,,Cumulative 2024,,
HIV/AIDS,15,,15,,,
Legally Notifiable STIs,295,,295,,,
Tuberculosis,120,,120,,,
