"",E Week7,"Cumulative first7Week",,,,
"",2024*,2023,Median,2024,2023,Median
"",,,2019 -2023,2019 -2023,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,0,0,7,7,5
Acute Hepatitis E,1,1,1,7,12,8
Campylobacteriosis,7,13,13,66,61,64
Cholera,0,0,0,0,0,0
Paratyphoid,0,1,0,5,5,2
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,26,16,22,158,158,158
Typhoid,1,2,0,6,15,10
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,0,2,2
Dengue Fever,427,148,206,2962,1604,1424
Dengue Haemorrhagic Fever,4,0,0,8,2,6
Japanese Encephalitis,0,0,0,0,0,0
Leptospirosis,1,1,1,14,9,5
Malaria,0,0,0,4,2,2
Murine Typhus,2,0,0,6,1,2
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,3,0,0
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,0,1,0,4,4,3
Measles,0,0,0,1,2,2
Melioidosis,0,1,1,4,4,6
Meningococcal Disease,0,0,0,0,1,1
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",1,0,NA,2,2,NA
Mumps,5,3,6,39,25,35
Pertussis,1,0,0,11,2,2
Pneumococcal Disease (Invasive),0,1,1,16,20,18
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,0,0,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,0,1,1,6,5,5
Acute Hepatitis C,0,0,0,4,0,2
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2566,2590,3150,,,NA
Acute Conjunctivitis,76,77,66,,,NA
Acute Diarrhoea,377,376,376,,,NA
Chickenpox,9,6,6,,,NA
"Hand, Foot And Mouth Disease",32,23,11,,NA,
HIV/STI/TB NOTIFICATIONS,2024,Jan,,Cumulative 2024,,
HIV/AIDS,15,,15,,,
Legally Notifiable STIs,295,,295,,,
Tuberculosis,120,,120,,,
