"",E Week5,"Cumulative first5Week",,,,
"",2024*,2023,Median,2024,2023,Median
"",,,2019 -2023,2019 -2023,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,0,0,4,6,5
Acute Hepatitis E,0,1,1,5,10,4
Campylobacteriosis,12,10,10,52,38,48
Cholera,0,0,0,0,0,0
Paratyphoid,1,1,0,4,4,2
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,26,16,16,115,108,108
Typhoid,2,2,2,5,10,9
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,1,0,0,2,2
Dengue Fever,487,223,179,2025,1238,1057
Dengue Haemorrhagic Fever,0,0,0,2,1,5
Japanese Encephalitis,0,0,0,0,0,0
Leptospirosis,0,0,0,10,7,5
Malaria,0,1,1,4,2,2
Murine Typhus,1,0,0,3,1,1
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,1,0,0
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,0,1,1,4,1,1
Measles,0,0,0,1,2,2
Melioidosis,1,1,1,4,3,5
Meningococcal Disease,0,0,0,0,1,1
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,0,NA,0,2,NA
Mumps,3,5,5,26,19,25
Pertussis,0,0,0,7,2,2
Pneumococcal Disease (Invasive),5,4,4,16,17,13
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,0,0,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,0,1,4,1,3
Acute Hepatitis C,0,0,0,3,0,2
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2660,2795,2945,,,NA
Acute Conjunctivitis,74,71,71,,,NA
Acute Diarrhoea,356,407,407,,,NA
Chickenpox,10,5,5,,,NA
"Hand, Foot And Mouth Disease",26,25,11,,NA,
HIV/STI/TB NOTIFICATIONS,2024,Jan,,Cumulative 2024,,
HIV/AIDS,15,,15,,,
Legally Notifiable STIs,295,,295,,,
Tuberculosis,120,,120,,,
