"",E Week41,"Cumulative first41Week",,,,
"",2024,2023,Median,2024,2023,Median
"",,2019 -2023,2019 -2023,,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,2,1,44,36,23
Acute Hepatitis E,3,1,1,30,42,39
Campylobacteriosis,9,8,8,387,342,375
Cholera,0,0,0,4,0,0
Paratyphoid,0,0,0,15,8,8
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,22,25,27,1139,1008,1087
Typhoid,1,2,0,41,51,51
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,14,9,12
Dengue Fever,141,215,227,12476,7875,12755
Dengue Haemorrhagic Fever,2,0,0,41,7,38
Japanese Encephalitis,0,0,0,1,0,0
Leptospirosis,7,1,0,45,51,23
Malaria,1,1,0,22,19,13
Murine Typhus,0,2,0,55,14,7
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,12,26,4
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,1
Legionellosis,1,0,0,26,14,13
Measles,0,0,0,9,6,6
Melioidosis,1,2,1,46,34,32
Meningococcal Disease,1,0,0,2,3,3
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,2,NA,16,16,NA
Mumps,2,3,3,195,136,155
Pertussis,1,0,0,84,16,11
Pneumococcal Disease (Invasive),2,3,2,89,109,41
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,1,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,0,0,41,27,27
Acute Hepatitis C,0,0,0,10,8,13
Botulism,0,0,0,0,1,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2396,2508,2508,,,NA
Acute Conjunctivitis,86,58,48,,,NA
Acute Diarrhoea,438,361,351,,,NA
Chickenpox,4,5,4,,,NA
"Hand, Foot And Mouth Disease",25,13,13,,NA,
HIV/STI/TB NOTIFICATIONS,2024,Sep,,Cumulative 2024,,
HIV/AIDS,13,,114,,,
Legally Notifiable STIs,322,,2581,,,
Tuberculosis,93,,867,,,
