"",E Week28,"Cumulative first28Week",,,,
"",2024*,2023,Median,2024,2023,Median
"",,2019 -2023,2019 -2023,,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,3,1,23,25,18
Acute Hepatitis E,0,1,1,18,34,26
Campylobacteriosis,11,9,8,274,237,266
Cholera,0,0,0,0,0,0
Paratyphoid,0,0,0,13,7,7
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,33,34,31,737,675,780
Typhoid,1,5,0,29,39,32
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,7,5,10
Dengue Fever,291,208,661,9842,4790,7317
Dengue Haemorrhagic Fever,0,0,0,32,2,29
Japanese Encephalitis,0,0,0,1,0,0
Leptospirosis,0,4,2,26,37,18
Malaria,1,1,0,11,8,8
Murine Typhus,0,0,0,36,6,4
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,1,0,0,9,22,4
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,1
Legionellosis,0,0,0,16,10,10
Measles,0,0,0,8,6,6
Melioidosis,2,0,1,32,21,21
Meningococcal Disease,0,0,0,1,1,2
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,1,NA,10,7,NA
Mumps,2,3,5,139,99,107
Pertussis,4,1,0,57,11,11
Pneumococcal Disease (Invasive),1,3,3,65,72,34
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,1,0,0,1,1,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,0,0,1,22,19,19
Acute Hepatitis C,1,1,0,9,5,10
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2701,2449,2449,,,NA
Acute Conjunctivitis,74,62,40,,,NA
Acute Diarrhoea,476,400,366,,,NA
Chickenpox,7,6,4,,,NA
"Hand, Foot And Mouth Disease",36,23,23,,NA,
HIV/STI/TB NOTIFICATIONS,2024,June,,Cumulative 2024,,
HIV/AIDS,6,,73,,,
Legally Notifiable STIs,287,,1644,,,
Tuberculosis,93,,600,,,
