"",E Week14,"Cumulative first14Week",,,,
"",2024*,2023,Median,2024,2023,Median
"",,,2019 -2023,2019 -2023,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,0,1,10,13,11
Acute Hepatitis E,1,2,1,9,21,15
Campylobacteriosis,7,2,11,125,113,119
Cholera,0,0,0,0,0,0
Paratyphoid,1,0,0,6,5,4
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,28,16,25,303,293,327
Typhoid,0,0,0,13,19,19
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,1,0,0,3,4,4
Dengue Fever,414,116,116,5562,2473,2473
Dengue Haemorrhagic Fever,1,0,0,19,2,8
Japanese Encephalitis,0,0,0,0,0,0
Leptospirosis,0,0,0,17,18,8
Malaria,0,0,0,5,3,3
Murine Typhus,2,0,0,14,2,3
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,4,0,0
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,0,0,0,7,7,4
Measles,1,0,0,3,3,3
Melioidosis,1,1,0,6,11,11
Meningococcal Disease,0,0,0,0,1,2
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,1,NA,7,4,NA
Mumps,4,5,5,69,50,52
Pertussis,3,0,0,26,2,2
Pneumococcal Disease (Invasive),3,1,1,40,36,30
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,0,1,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,0,2,1,8,9,9
Acute Hepatitis C,0,0,0,3,2,5
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2145,3026,2065,,,NA
Acute Conjunctivitis,80,85,45,,,NA
Acute Diarrhoea,394,399,387,,,NA
Chickenpox,4,6,6,,,NA
"Hand, Foot And Mouth Disease",19,27,7,,NA,
HIV/STI/TB NOTIFICATIONS,2024,Feb,,Cumulative 2024,,
HIV/AIDS,10,,25,,,
Legally Notifiable STIs,244,,539,,,
Tuberculosis,102,,220,,,
