"",E Week30,"Cumulative first30Week",,,,
"",2024*,2023,Median,2024,2023,Median
"",,,2019 -2023,2019 -2023,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,4,1,1,30,27,18
Acute Hepatitis E,3,1,1,22,35,27
Campylobacteriosis,9,8,8,294,251,285
Cholera,0,0,0,0,0,0
Paratyphoid,1,0,0,14,7,7
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,38,27,27,811,748,833
Typhoid,0,1,2,30,41,34
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,7,5,10
Dengue Fever,309,214,601,10387,5204,8562
Dengue Haemorrhagic Fever,2,1,1,34,3,30
Japanese Encephalitis,0,0,0,1,0,0
Leptospirosis,0,1,1,28,40,18
Malaria,3,0,0,14,8,9
Murine Typhus,0,1,0,36,7,5
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,1,0,9,24,4
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,1
Legionellosis,1,0,1,18,11,11
Measles,0,0,0,8,6,6
Melioidosis,0,1,1,35,22,22
Meningococcal Disease,0,0,0,1,1,2
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,0,NA,10,7,NA
Mumps,4,1,7,151,103,118
Pertussis,1,0,0,60,11,11
Pneumococcal Disease (Invasive),4,3,1,71,76,35
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,1,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,2,0,0,25,20,20
Acute Hepatitis C,0,1,0,9,7,11
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2412,2701,2701,,,NA
Acute Conjunctivitis,83,64,48,,,NA
Acute Diarrhoea,452,364,364,,,NA
Chickenpox,8,8,3,,,NA
"Hand, Foot And Mouth Disease",43,24,21,,NA,
HIV/STI/TB NOTIFICATIONS,2024,June,,Cumulative 2024,,
HIV/AIDS,6,,73,,,
Legally Notifiable STIs,287,,1644,,,
Tuberculosis,93,,600,,,
