"",E Week21,"Cumulative first21Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,2018 -2022,2018 -2022,,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,2,0,0,18,5,5
Acute Hepatitis E,1,0,0,28,11,21
Campylobacteriosis,6,17,12,179,337,184
Cholera,0,0,0,0,7,1
Paratyphoid,0,0,0,7,5,6
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,33,33,40,467,562,612
Typhoid,0,2,1,23,30,26
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,5,3,3
Dengue Fever,134,1563,376,3323,11641,3883
Dengue Haemorrhagic Fever,0,4,1,2,22,22
Japanese Encephalitis^,0,0,0,0,0,3
Leptospirosis^,1,4,0,24,18,13
Malaria,1,1,0,6,5,7
Murine Typhus^,0,0,0,4,4,3
Nipah virus infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,5,0,0,13,0,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,1
Legionellosis,1,0,0,9,9,6
Measles,0,0,0,5,0,10
Melioidosis,1,1,1,16,13,13
Meningococcal Disease,0,0,0,1,1,2
Mpox,0,0,NA,6,0,NA
Mumps,3,3,3,76,43,119
Pertussis,0,0,0,6,0,11
Pneumococcal Disease (invasive),1,1,1,56,17,34
Rubella,0,0,0,0,0,0
Severe acute respiratory syndrome,0,0,0,0,0,0
Tetanus^,0,0,0,1,0,0
OTHER DISEASES,,,,,,
Acute hepatitis B,1,1,1,18,15,18
Acute hepatitis C,0,0,0,7,10,8
Botulism^,0,0,0,0,0,0
MERS-CoV,,,,,,
Suspect cases tested,1,0,NA,131,1,NA
Other patients tested,0,0,NA,69,4,NA
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute upper respiratory infections,2300,1889,1889,,,
Acute conjunctivitis,70,40,40,,,
Acute Diarrhoea,298,404,404,,,
Chickenpox,4,4,4,,,
"Hand, Foot And Mouth Disease",29,16,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,APR,,Cumulative 2023,,
HIV/AIDS,20,,71,,,
Legally Notifiable STIs*,287,,1292,,,
Tuberculosis,105,,418,,,
