"",E Week48,"Cumulative first48Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,1,0,41,23,23
Acute Hepatitis E,1,1,0,51,34,47
Campylobacteriosis,14,12,10,403,548,449
Cholera,0,0,0,0,7,2
Paratyphoid,0,0,0,8,10,10
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,23,26,28,1167,1196,1413
Typhoid,0,0,0,53,68,42
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,1,0,13,27,14
Dengue Fever,143,242,242,9034,30960,14857
Dengue Haemorrhagic Fever,2,0,0,10,43,43
Japanese Encephalitis,0,0,0,0,0,8
Leptospirosis,1,0,1,57,49,32
Malaria,0,1,0,20,13,13
Murine Typhus,1,0,0,22,8,8
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,27,2,2
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,1,0,0,2,2,2
Legionellosis,2,0,1,24,26,21
Measles,0,0,0,6,3,12
Melioidosis,2,0,0,38,33,35
Meningococcal Disease,0,0,0,3,3,7
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",1,0,NA,29,19,NA
Mumps,6,2,4,167,160,261
Pertussis,0,0,0,15,1,11
Pneumococcal Disease (Invasive),2,0,1,127,52,52
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,0,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,0,1,29,27,34
Acute Hepatitis C,0,0,0,13,17,16
Botulism,0,0,0,0,0,1
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2970,2009,2009,,,NA
Acute Conjunctivitis,62,49,49,,,NA
Acute Diarrhoea,294,331,331,,,NA
Chickenpox,5,5,5,,,NA
"Hand, Foot And Mouth Disease",13,11,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,OCT,,Cumulative 2023,,
HIV/AIDS,11,,162,,,
Legally Notifiable STIs,279,,3059,,,
Tuberculosis,106,,1028,,,
