"",E Week38,"Cumulative first38Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,0,1,34,14,14
Acute Hepatitis E,0,0,1,41,24,36
Campylobacteriosis,13,3,9,318,473,355
Cholera,0,0,0,0,7,2
Paratyphoid,0,0,0,8,7,9
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,24,19,28,944,1008,1153
Typhoid,0,1,0,47,61,30
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,1,0,8,17,12
Dengue Fever,303,472,299,7057,27645,12027
Dengue Haemorrhagic Fever,0,0,0,4,38,38
Japanese Encephalitis,0,0,0,0,0,6
Leptospirosis,0,0,0,48,36,22
Malaria,0,0,0,16,11,13
Murine Typhus,0,0,0,8,7,6
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,26,1,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,1,1
Legionellosis,0,1,0,13,18,14
Measles,0,0,0,6,2,10
Melioidosis,0,0,0,28,22,22
Meningococcal Disease,0,0,0,3,2,6
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",2,0,NA,12,19,NA
Mumps,4,7,7,125,123,208
Pertussis,0,0,0,13,0,11
Pneumococcal Disease (Invasive),5,2,1,98,38,39
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,0,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,2,1,25,24,29
Acute Hepatitis C,1,0,0,13,14,12
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2336,2516,2516,,,NA
Acute Conjunctivitis,61,50,50,,,NA
Acute Diarrhoea,378,389,389,,,NA
Chickenpox,5,3,5,,,NA
"Hand, Foot And Mouth Disease",9,24,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,AUGUST,,Cumulative 2023,,
HIV/AIDS,11,,136,,,
Legally Notifiable STIs,247,,2467,,,
Tuberculosis,126,,829,,,
