"",E Week51,"Cumulative first51Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,3,2,41,26,26
Acute Hepatitis E,0,1,1,52,37,49
Campylobacteriosis,13,11,11,431,574,480
Cholera,0,0,0,0,7,2
Paratyphoid,0,0,0,9,10,10
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,27,19,32,1247,1250,1530
Typhoid,0,0,0,54,68,43
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,13,28,15
Dengue Fever,236,270,226,9663,31845,15620
Dengue Haemorrhagic Fever,0,0,0,10,45,45
Japanese Encephalitis,0,0,0,0,0,8
Leptospirosis,1,0,1,61,52,36
Malaria,1,0,0,23,15,15
Murine Typhus,0,0,0,24,9,8
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,30,2,2
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,2,2,2
Legionellosis,0,0,0,26,26,21
Measles,1,0,0,7,4,12
Melioidosis,1,1,1,42,34,40
Meningococcal Disease,0,0,0,3,3,7
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,0,NA,31,19,NA
Mumps,7,3,4,179,165,277
Pertussis,3,1,1,20,2,11
Pneumococcal Disease (Invasive),3,3,1,139,58,58
Rubella,0,0,0,0,0,1
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,0,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,1,1,30,28,36
Acute Hepatitis C,0,1,0,15,19,17
Botulism,0,0,0,0,0,1
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2853,2168,2168,,,NA
Acute Conjunctivitis,65,61,61,,,NA
Acute Diarrhoea,272,326,326,,,NA
Chickenpox,7,6,6,,,NA
"Hand, Foot And Mouth Disease",13,14,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,NOV,,Cumulative 2023,,
HIV/AIDS,16,,178,,,
Legally Notifiable STIs,334,,3393,,,
Tuberculosis,110,,1138,,,
