"",E Week5,"Cumulative first5Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,0,1,6,1,4
Acute Hepatitis E,1,0,0,10,4,4
Campylobacteriosis,13,17,9,41,83,48
Cholera,0,0,0,0,0,0
Paratyphoid,1,0,0,4,0,2
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,17,16,26,109,89,135
Typhoid,2,3,1,10,8,8
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,1,0,0,2,0,0
Dengue Fever,224,153,153,1242,752,786
Dengue Haemorrhagic Fever,0,1,0,1,5,5
Japanese Encephalitis^,0,0,0,0,0,1
Leptospirosis^,0,0,0,7,5,2
Malaria,1,1,0,2,1,3
Murine Typhus^,0,1,0,1,3,1
Nipah virus infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,0,0,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,1,1,0,1,3,2
Measles,0,0,0,2,0,4
Melioidosis,1,1,1,3,5,5
Meningococcal Disease,0,0,0,1,1,1
Monkeypox,0,0,NA,2,0,NA
Mumps,5,1,5,19,5,38
Pertussis,0,0,0,2,0,2
Pneumococcal Disease (invasive),4,0,2,17,3,11
Rubella,0,0,0,0,0,0
Severe acute respiratory syndrome,0,0,0,0,0,0
Tetanus^,0,0,0,0,0,0
OTHER DISEASES,,,,,,
Acute hepatitis B,0,1,1,1,3,4
Acute hepatitis C,0,0,0,0,2,2
Botulism^,0,0,0,0,0,0
MERS-CoV,,,,,,
Suspect cases tested,8,0,NA,52,1,NA
Other patients tested,4,0,NA,20,0,NA
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute upper respiratory infections,2795,2945,3428,,,
Acute conjunctivitis,71,47,83,,,
Acute Diarrhoea,407,363,541,,,
Chickenpox,5,4,11,,,
"Hand, Foot And Mouth Disease",25,9,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,Jan,,Cumulative 2023,,
HIV/AIDS,13,,13,,,
Legally Notifiable STIs*,272,,272,,,
Tuberculosis,106,,106,,,
