"",E Week10,"Cumulative first10Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,1,1,9,2,7
Acute Hepatitis E,2,0,1,17,4,12
Campylobacteriosis,18,13,8,93,146,86
Cholera,0,1,0,0,1,1
Paratyphoid,0,0,0,5,2,4
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,22,28,32,221,208,249
Typhoid,1,0,0,17,10,10
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,4,0,1
Dengue Fever,119,369,145,1974,1958,1894
Dengue Haemorrhagic Fever,0,0,0,2,7,7
Japanese Encephalitis^,0,0,0,0,0,2
Leptospirosis^,3,0,0,13,6,6
Malaria,0,0,0,2,1,4
Murine Typhus^,1,0,0,2,4,2
Nipah virus infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,0,0,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,0,0,0,7,4,2
Measles,0,0,1,3,0,8
Melioidosis,1,2,0,5,11,8
Meningococcal Disease,0,0,0,1,1,2
Mpox,0,0,NA,2,0,NA
Mumps,1,1,5,32,18,76
Pertussis,0,0,0,2,0,5
Pneumococcal Disease (invasive),2,2,2,26,6,26
Rubella,0,0,0,0,0,0
Severe acute respiratory syndrome,0,0,0,0,0,0
Tetanus^,0,0,0,0,0,0
OTHER DISEASES,,,,,,
Acute hepatitis B,0,1,1,6,7,8
Acute hepatitis C,1,1,1,1,3,3
Botulism^,0,0,0,0,0,0
MERS-CoV,,,,,,
Suspect cases tested,6,0,NA,90,1,NA
Other patients tested,10,0,NA,37,1,NA
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute upper respiratory infections,2823,2626,2626,,,
Acute conjunctivitis,83,36,65,,,
Acute Diarrhoea,342,292,399,,,
Chickenpox,5,2,11,,,
"Hand, Foot And Mouth Disease",22,5,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,FEB,,Cumulative 2023,,
HIV/AIDS,20,,33,,,
Legally Notifiable STIs*,380,,652,,,
Tuberculosis,107,,213,,,
