"",E Week20,"Cumulative first20Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,2018 -2022,2018 -2022,,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,0,0,16,5,5
Acute Hepatitis E,2,1,1,27,11,20
Campylobacteriosis,14,17,11,173,320,172
Cholera,0,0,0,0,7,1
Paratyphoid,0,0,0,7,5,6
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,26,30,30,434,529,572
Typhoid,1,3,0,23,28,25
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,2,0,5,3,3
Dengue Fever,122,1273,307,3189,10078,3507
Dengue Haemorrhagic Fever,0,3,2,2,18,18
Japanese Encephalitis^,0,0,0,0,0,3
Leptospirosis^,2,1,1,23,14,13
Malaria,1,0,0,5,4,7
Murine Typhus^,0,0,0,4,4,3
Nipah virus infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,5,0,0,8,0,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,1
Legionellosis,0,2,0,8,9,5
Measles,0,0,0,5,0,10
Melioidosis,0,0,0,15,12,13
Meningococcal Disease,0,0,0,1,1,2
Mpox,0,0,NA,6,0,NA
Mumps,4,1,6,73,40,116
Pertussis,0,0,0,6,0,11
Pneumococcal Disease (invasive),2,0,1,55,16,34
Rubella,0,0,0,0,0,0
Severe acute respiratory syndrome,0,0,0,0,0,0
Tetanus^,0,0,0,1,0,0
OTHER DISEASES,,,,,,
Acute hepatitis B,1,1,0,17,14,18
Acute hepatitis C,0,1,0,7,10,8
Botulism^,0,0,0,0,0,0
MERS-CoV,,,,,,
Suspect cases tested,2,0,NA,130,1,NA
Other patients tested,4,2,NA,69,4,NA
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute upper respiratory infections,2479,1975,1975,,,
Acute conjunctivitis,65,42,42,,,
Acute Diarrhoea,346,412,412,,,
Chickenpox,6,3,3,,,
"Hand, Foot And Mouth Disease",32,10,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,APR,,Cumulative 2023,,
HIV/AIDS,20,,71,,,
Legally Notifiable STIs*,287,,1292,,,
Tuberculosis,105,,418,,,
