"",E Week12,"Cumulative first12Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,0,0,12,2,10
Acute Hepatitis E,1,1,1,19,5,14
Campylobacteriosis,6,20,12,105,184,106
Cholera,0,2,0,0,3,1
Paratyphoid,0,0,0,5,3,4
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,15,25,30,250,258,311
Typhoid,2,1,1,19,11,11
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,4,0,1
Dengue Fever,128,441,120,2252,2820,2099
Dengue Haemorrhagic Fever,0,0,0,2,7,7
Japanese Encephalitis^,0,0,0,0,0,3
Leptospirosis^,2,0,1,16,6,6
Malaria,1,1,1,3,2,6
Murine Typhus^,0,0,0,2,4,3
Nipah virus infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,0,0,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,0,0,0,7,4,2
Measles,0,0,0,3,0,9
Melioidosis,1,0,1,9,11,9
Meningococcal Disease,0,0,0,1,1,2
Mpox,1,0,NA,3,0,NA
Mumps,5,4,4,40,24,83
Pertussis,0,0,0,2,0,8
Pneumococcal Disease (invasive),4,2,2,31,8,27
Rubella,0,0,0,0,0,0
Severe acute respiratory syndrome,0,0,0,0,0,0
Tetanus^,0,0,0,1,0,0
OTHER DISEASES,,,,,,
Acute hepatitis B,1,1,1,7,8,11
Acute hepatitis C,0,0,0,1,4,4
Botulism^,0,0,0,0,0,0
MERS-CoV,,,,,,
Suspect cases tested,9,0,NA,110,1,NA
Other patients tested,6,0,NA,49,1,NA
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute upper respiratory infections,2769,1817,2378,,,
Acute conjunctivitis,85,41,46,,,
Acute Diarrhoea,387,326,370,,,
Chickenpox,5,3,5,,,
"Hand, Foot And Mouth Disease",22,5,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,FEB,,Cumulative 2023,,
HIV/AIDS,20,,33,,,
Legally Notifiable STIs*,380,,652,,,
Tuberculosis,107,,213,,,
