"",E Week29,"Cumulative first29Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,3,0,26,11,11
Acute Hepatitis E,0,0,1,34,17,27
Campylobacteriosis,6,9,12,243,440,278
Cholera,0,0,0,0,7,1
Paratyphoid,0,0,0,7,6,8
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,46,35,34,721,815,891
Typhoid,1,4,0,40,43,26
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,1,0,5,11,10
Dengue Fever,202,1035,644,4992,21278,7961
Dengue Haemorrhagic Fever,0,1,1,2,30,30
Japanese Encephalitis,0,0,0,0,0,5
Leptospirosis,2,1,1,39,26,18
Malaria,0,1,0,8,8,8
Murine Typhus,0,0,0,6,5,5
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,1,0,0,23,0,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,1,1
Legionellosis,1,0,0,11,11,9
Measles,0,0,0,6,1,10
Melioidosis,0,0,1,21,16,18
Meningococcal Disease,0,0,0,1,1,3
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,0,NA,7,6,NA
Mumps,3,4,7,102,76,167
Pertussis,0,0,0,11,0,11
Pneumococcal Disease (Invasive),1,1,1,73,25,34
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,0,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,1,1,21,18,24
Acute Hepatitis C,1,0,0,11,11,10
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2645,3018,3018,,,NA
Acute Conjunctivitis,65,41,48,,,NA
Acute Diarrhoea,377,367,367,,,NA
Chickenpox,4,4,5,,,NA
"Hand, Foot And Mouth Disease",23,17,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,JUNE,,Cumulative 2023,,
HIV/AIDS,10,,104,,,
Legally Notifiable STIs,307,,1934,,,
Tuberculosis,100,,607,,,
