"",E Week9,"Cumulative first9Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,0,0,9,1,6
Acute Hepatitis E,2,0,1,15,4,9
Campylobacteriosis,3,14,10,75,133,78
Cholera,0,0,0,0,0,0
Paratyphoid,0,0,0,5,2,4
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,21,25,32,199,180,217
Typhoid,0,2,1,16,10,10
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,4,0,1
Dengue Fever,112,263,156,1860,1589,1589
Dengue Haemorrhagic Fever,0,0,1,2,7,7
Japanese Encephalitis^,0,0,0,0,0,2
Leptospirosis^,0,0,0,10,6,6
Malaria,0,0,0,2,1,4
Murine Typhus^,0,0,0,1,4,2
Nipah virus infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,0,0,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,1,0,0,7,4,2
Measles,0,0,0,3,0,7
Melioidosis,0,2,0,4,9,8
Meningococcal Disease,0,0,0,1,1,2
Mpox,0,0,NA,2,0,NA
Mumps,2,0,6,31,17,71
Pertussis,0,0,0,2,0,4
Pneumococcal Disease (invasive),1,0,2,24,4,23
Rubella,0,0,0,0,0,0
Severe acute respiratory syndrome,0,0,0,0,0,0
Tetanus^,0,0,0,0,0,0
OTHER DISEASES,,,,,,
Acute hepatitis B,0,1,1,5,6,7
Acute hepatitis C,0,0,0,0,2,3
Botulism^,0,0,0,0,0,0
MERS-CoV,,,,,,
Suspect cases tested,9,0,NA,84,1,NA
Other patients tested,3,0,NA,27,1,NA
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute upper respiratory infections,2535,2982,2920,,,
Acute conjunctivitis,77,33,63,,,
Acute Diarrhoea,345,309,404,,,
Chickenpox,4,3,11,,,
"Hand, Foot And Mouth Disease",29,7,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,Jan,,Cumulative 2023,,
HIV/AIDS,13,,13,,,
Legally Notifiable STIs*,272,,272,,,
Tuberculosis,106,,106,,,
