"",E Week6,"Cumulative first6Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,1,0,1,7,1,5
Acute Hepatitis E,1,0,0,11,4,5
Campylobacteriosis,10,11,9,48,94,57
Cholera,0,0,0,0,0,0
Paratyphoid,0,2,0,4,2,2
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,33,23,23,141,112,158
Typhoid,3,0,1,13,8,8
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,2,0,0
Dengue Fever,219,168,142,1460,920,928
Dengue Haemorrhagic Fever,1,1,1,2,6,6
Japanese Encephalitis^,0,0,0,0,0,2
Leptospirosis^,1,0,0,8,5,3
Malaria,0,0,0,2,1,3
Murine Typhus^,0,0,0,1,3,2
Nipah virus infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,0,0,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,2,0,0,3,3,2
Measles,0,0,0,2,0,5
Melioidosis,0,1,1,3,6,5
Meningococcal Disease,0,0,0,1,1,1
Mpox,0,0,NA,2,0,NA
Mumps,3,7,7,22,12,48
Pertussis,0,0,1,2,0,4
Pneumococcal Disease (invasive),2,0,2,19,3,13
Rubella,0,0,0,0,0,0
Severe acute respiratory syndrome,0,0,0,0,0,0
Tetanus^,0,0,0,0,0,0
OTHER DISEASES,,,,,,
Acute hepatitis B,3,1,1,4,4,5
Acute hepatitis C,0,0,0,0,2,2
Botulism^,0,0,0,0,0,0
MERS-CoV,,,,,,
Suspect cases tested,7,0,NA,59,1,NA
Other patients tested,2,1,NA,22,1,NA
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute upper respiratory infections,2741,2645,3658,,,
Acute conjunctivitis,75,39,84,,,
Acute Diarrhoea,369,323,539,,,
Chickenpox,6,3,11,,,
"Hand, Foot And Mouth Disease",25,8,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,Jan,,Cumulative 2023,,
HIV/AIDS,13,,13,,,
Legally Notifiable STIs*,272,,272,,,
Tuberculosis,106,,106,,,
