"",E Week39,"Cumulative first39Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,0,1,34,14,14
Acute Hepatitis E,0,2,1,41,26,37
Campylobacteriosis,11,8,8,328,481,361
Cholera,0,0,0,0,7,2
Paratyphoid,0,0,0,8,7,9
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,24,25,26,964,1033,1179
Typhoid,0,0,1,47,61,31
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,1,0,8,18,12
Dengue Fever,342,426,258,7398,28071,12285
Dengue Haemorrhagic Fever,2,0,0,6,38,38
Japanese Encephalitis,0,0,0,0,0,7
Leptospirosis,0,0,0,48,36,22
Malaria,1,0,0,17,11,13
Murine Typhus,0,0,0,8,7,7
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,26,1,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,1,1
Legionellosis,0,2,1,13,20,16
Measles,0,0,0,6,2,10
Melioidosis,1,0,0,29,22,23
Meningococcal Disease,0,0,0,3,2,6
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",0,0,NA,12,19,NA
Mumps,5,5,5,130,128,210
Pertussis,0,0,0,13,0,11
Pneumococcal Disease (Invasive),4,0,1,102,38,39
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,0,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,1,1,26,25,30
Acute Hepatitis C,0,0,0,12,14,13
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2411,2590,2564,,,NA
Acute Conjunctivitis,59,47,51,,,NA
Acute Diarrhoea,372,349,349,,,NA
Chickenpox,6,3,5,,,NA
"Hand, Foot And Mouth Disease",15,23,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,AUGUST,,Cumulative 2023,,
HIV/AIDS,11,,136,,,
Legally Notifiable STIs,247,,2467,,,
Tuberculosis,126,,829,,,
