"",E Week7,"Cumulative first7Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,0,0,7,1,5
Acute Hepatitis E,1,0,2,12,4,7
Campylobacteriosis,13,12,12,61,106,64
Cholera,0,0,0,0,0,0
Paratyphoid,1,0,0,5,2,2
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,16,22,22,158,134,171
Typhoid,2,0,0,15,8,8
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,0,0,0,2,0,0
Dengue Fever,149,206,206,1609,1126,1126
Dengue Haemorrhagic Fever,0,0,0,2,6,6
Japanese Encephalitis^,0,0,0,0,0,2
Leptospirosis^,1,1,1,9,6,5
Malaria,0,0,0,2,1,3
Murine Typhus^,0,1,0,1,4,2
Nipah virus infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,0,0,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,0,0,0,0,0
Legionellosis,1,0,0,4,3,2
Measles,0,0,2,2,0,7
Melioidosis,1,0,1,4,6,6
Meningococcal Disease,0,0,0,1,1,1
Mpox,0,0,NA,2,0,NA
Mumps,3,0,6,25,12,55
Pertussis,0,0,0,2,0,4
Pneumococcal Disease (invasive),1,0,2,20,3,16
Rubella,0,0,0,0,0,0
Severe acute respiratory syndrome,0,0,0,0,0,0
Tetanus^,0,0,0,0,0,0
OTHER DISEASES,,,,,,
Acute hepatitis B,1,0,1,5,4,6
Acute hepatitis C,1,0,0,1,2,2
Botulism^,0,0,0,0,0,0
MERS-CoV,,,,,,
Suspect cases tested,9,0,NA,68,1,NA
Other patients tested,0,0,NA,22,1,NA
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute upper respiratory infections,2590,3256,3237,,,
Acute conjunctivitis,77,35,66,,,
Acute Diarrhoea,376,317,431,,,
Chickenpox,6,3,11,,,
"Hand, Foot And Mouth Disease",23,11,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,Jan,,Cumulative 2023,,
HIV/AIDS,13,,13,,,
Legally Notifiable STIs*,272,,272,,,
Tuberculosis,106,,106,,,
