"",E Week40,"Cumulative first40Week",,,,
"",2023*,2022,Median,2023,2022,Median
"",,,2018 -2022,2018 -2022,,
FOOD/WATER-BORNE DISEASES,,,,,,
Acute Hepatitis A,0,0,0,34,14,14
Acute Hepatitis E,0,0,0,41,26,37
Campylobacteriosis,6,6,8,334,487,367
Cholera,0,0,0,0,7,2
Paratyphoid,0,0,0,8,7,9
Poliomyelitis,0,0,0,0,0,0
Salmonellosis,19,27,31,983,1060,1213
Typhoid,2,0,0,49,61,31
VECTOR-BORNE DISEASES,,,,,,
Chikungunya Fever,1,1,0,9,19,12
Dengue Fever,267,397,243,7664,28468,12528
Dengue Haemorrhagic Fever,1,0,0,7,38,38
Japanese Encephalitis,0,0,0,0,0,7
Leptospirosis,2,1,1,50,37,23
Malaria,1,0,0,18,11,13
Murine Typhus,4,0,0,12,7,7
Nipah Virus Infection,0,0,0,0,0,0
Plague,0,0,0,0,0,0
Yellow Fever,0,0,0,0,0,0
Zika Virus Infection,0,0,0,26,1,1
AIR/DROPLET-BORNE DISEASES,,,,,,
Avian Influenza,0,0,0,0,0,0
Diphtheria,0,0,0,0,0,0
Ebola Virus Disease,0,0,0,0,0,0
Haemophilus influenzae  type b,0,1,0,0,2,2
Legionellosis,0,0,0,13,20,16
Measles,0,0,0,6,2,10
Melioidosis,1,0,0,30,22,25
Meningococcal Disease,0,0,0,3,2,6
Middle East Respiratory Syndrome^,0,0,0,0,0,0
"#Mpox",2,0,NA,14,19,NA
Mumps,3,4,5,133,132,215
Pertussis,1,0,0,14,0,11
Pneumococcal Disease (Invasive),5,1,2,107,39,39
Rubella,0,0,0,0,0,0
Severe Acute Respiratory Syndrome,0,0,0,0,0,0
Tetanus,0,0,0,1,0,0
OTHER DISEASES,,,,,,
Acute Hepatitis B,1,0,1,27,25,31
Acute Hepatitis C,1,1,0,13,15,13
Botulism,0,0,0,0,0,0
POLYCLINIC ATTENDANCES - AVERAGE DAILY NUMBER,,,,,,
Acute Upper Respiratory Infections,2480,2865,2619,,,NA
Acute Conjunctivitis,65,46,46,,,NA
Acute Diarrhoea,378,340,340,,,NA
Chickenpox,3,3,5,,,NA
"Hand, Foot And Mouth Disease",15,21,NA,,NA,
HIV/STI/TB NOTIFICATIONS,2023,AUGUST,,Cumulative 2023,,
HIV/AIDS,11,,136,,,
Legally Notifiable STIs,247,,2467,,,
Tuberculosis,126,,829,,,
